Order_ID,Date,Region,Product,Category,Salesperson,Customer_ID,Customer_Type,Marketing_Channel,Supplier,Units_Sold,Discount_Percent,Inventory_Level,Delivery_Time_Days,Customer_Rating,Unit_Price,Unit_Cost,Gross_Sales,Discount_Amount,Net_Sales,Total_Cost,Profit,Profit_Margin
ORD-1227,2025-04-26,Sylhet,Monitor,Electronics,Nila,CUST-958,Wholesale,Direct Sales,Supplier A,37,0.16,286,6,3.7,30672,17834,1134864,181578,953286,659858,293428,0.308
ORD-1080,2025-04-27,Rajshahi,Monitor,Electronics,Tania,CUST-377,Retail,Facebook,Supplier D,17,0.1,172,3,5.0,26693,15483,453781,45378,408403,263211,145192,0.356
ORD-1415,2025-04-28,Rajshahi,Office Chair,Furniture,Tania,CUST-330,Retail,Dealer,Supplier D,12,0.11,140,9,3.9,13060,8972,156720,17239,139481,107664,31817,0.228
ORD-1095,2025-04-29,Chittagong,Monitor,Electronics,Sadia,CUST-628,Wholesale,Direct Sales,Supplier C,7,0.13,87,14,4.9,42930,30242,300510,39066,261444,211694,49750,0.19
ORD-1229,2025-04-30,Khulna,Office Chair,Furniture,Tania,CUST-686,Retail,Online,Supplier D,8,0.05,174,10,2.7,17177,11168,137416,6871,130545,89344,41201,0.316
ORD-1170,2025-05-01,Dhaka,Office Chair,Furniture,Tania,CUST-564,Retail,Direct Sales,Supplier B,3,0.11,73,10,2.5,18568,12828,55704,6127,49577,38484,11093,0.224
ORD-1219,2025-05-02,Dhaka,Tablet,Electronics,Nila,CUST-365,Retail,Dealer,Supplier B,39,0.02,174,2,4.0,38669,23370,1508091,30162,1477929,911430,566499,0.383
ORD-1153,2025-05-03,Dhaka,Office Chair,Furniture,Karim,CUST-986,Corporate,Email,Supplier A,10,0.14,59,2,3.9,13160,9411,131600,18424,113176,94110,19066,0.168
ORD-1078,2025-05-04,Sylhet,Printer,Office Equipment,Karim,CUST-635,Wholesale,Email,Supplier C,24,0.12,160,8,2.9,32527,19150,780648,93678,686970,459600,227370,0.331
ORD-1411,2025-05-04,Khulna,Printer,Office Equipment,Nila,CUST-808,Retail,Direct Sales,Supplier A,6,0.07,286,11,2.6,41432,29750,248592,17401,231191,178500,52691,0.228
ORD-1262,2025-05-04,Chittagong,Office Chair,Furniture,Rahim,CUST-239,Retail,Online,Supplier C,37,0.15,253,11,2.7,11794,7543,436378,65457,370921,279091,91830,0.248
ORD-1200,2025-05-05,Sylhet,Mobile,Electronics,Rahim,CUST-930,Retail,Dealer,Supplier D,26,0.17,197,14,4.4,20990,13833,545740,92776,452964,359658,93306,0.206
ORD-1002,2025-05-06,Dhaka,Desk,Furniture,Karim,CUST-703,Wholesale,Online,Supplier B,25,0.12,274,11,3.0,25637,14116,640925,76911,564014,352900,211114,0.374
ORD-1082,2025-05-07,Rajshahi,Mobile,Electronics,Tania,CUST-417,Retail,Facebook,Supplier C,17,0.07,278,1,4.6,37461,26649,636837,44579,592258,453033,139225,0.235
ORD-1214,2025-05-07,Khulna,Tablet,Electronics,Rahim,CUST-965,Wholesale,Facebook,Supplier B,33,0.13,36,3,4.7,44343,24813,1463319,190231,1273088,818829,454259,0.357
ORD-1042,2025-05-07,Rajshahi,Office Chair,Furniture,Nila,CUST-449,Retail,Dealer,Supplier B,21,0.1,30,6,2.5,5406,4061,113526,11353,102173,85281,16892,0.165
ORD-1311,2025-05-07,Khulna,Monitor,Electronics,Sadia,CUST-733,Retail,Direct Sales,Supplier A,4,0.07,179,7,4.9,38703,27590,154812,10837,143975,110360,33615,0.233
ORD-1168,2025-05-08,Khulna,Desk,Furniture,Karim,CUST-500,Retail,Dealer,Supplier C,28,0.12,287,9,4.6,21674,12801,606872,72825,534047,358428,175619,0.329
ORD-1381,2025-05-08,Chittagong,Mobile,Electronics,Rahim,CUST-292,Retail,Facebook,Supplier A,2,0.1,88,10,2.7,44678,26605,89356,8936,80420,53210,27210,0.338
ORD-1276,2025-05-10,Khulna,Desk,Furniture,Sadia,CUST-297,Wholesale,Online,Supplier B,15,0.15,294,14,4.1,9279,6662,139185,20878,118307,99930,18377,0.155
ORD-1243,2025-05-13,Dhaka,Monitor,Electronics,Karim,CUST-561,Retail,Dealer,Supplier A,24,0.12,82,3,4.8,40425,23698,970200,116424,853776,568752,285024,0.334
ORD-1371,2025-05-14,Rajshahi,Mobile,Electronics,Rahim,CUST-420,Retail,Dealer,Supplier C,8,0.11,118,5,3.7,33631,21357,269048,29595,239453,170856,68597,0.286
ORD-1226,2025-05-14,Rajshahi,Monitor,Electronics,Sadia,CUST-707,Retail,Dealer,Supplier B,26,0.18,50,3,4.5,18148,10586,471848,84933,386915,275236,111679,0.289
ORD-1292,2025-05-14,Rajshahi,Monitor,Electronics,Sadia,CUST-570,Corporate,Facebook,Supplier C,31,0.01,238,11,3.4,14276,10068,442556,4426,438130,312108,126022,0.288
ORD-1154,2025-05-17,Rajshahi,Printer,Office Equipment,Tania,CUST-581,Retail,Online,Supplier C,3,0.2,35,4,2.8,49993,35392,149979,29996,119983,106176,13807,0.115
ORD-1174,2025-05-18,Dhaka,Laptop,Electronics,Tania,CUST-922,Corporate,Dealer,Supplier B,26,0.03,95,4,4.8,126722,82020,3294772,98843,3195929,2132520,1063409,0.333
ORD-1359,2025-05-20,Sylhet,Monitor,Electronics,Nila,CUST-171,Retail,Facebook,Supplier B,36,0.0,33,13,4.9,36107,25889,1299852,0,1299852,932004,367848,0.283
ORD-1034,2025-05-21,Dhaka,Tablet,Electronics,Nila,CUST-706,Corporate,Dealer,Supplier C,28,0.17,202,5,2.8,26573,18497,744044,126487,617557,517916,99641,0.161
ORD-1137,2025-05-22,Dhaka,Laptop,Electronics,Nila,CUST-879,Wholesale,Dealer,Supplier B,36,0.07,144,5,4.1,70055,48888,2521980,176539,2345441,1759968,585473,0.25
ORD-1117,2025-05-23,Khulna,Printer,Office Equipment,Karim,CUST-255,Corporate,Dealer,Supplier A,34,0.15,239,9,2.7,23000,13138,782000,117300,664700,446692,218008,0.328
ORD-1109,2025-05-24,Rajshahi,Mobile,Electronics,Karim,CUST-181,Corporate,Direct Sales,Supplier C,25,0.04,203,8,4.4,33143,20773,828575,33143,795432,519325,276107,0.347
ORD-1389,2025-05-24,Chittagong,Monitor,Electronics,Nila,CUST-475,Retail,Dealer,Supplier B,37,0.11,69,6,4.1,24768,14440,916416,100806,815610,534280,281330,0.345
ORD-1382,2025-05-25,Dhaka,Desk,Furniture,Sadia,CUST-119,Retail,Email,Supplier B,21,0.12,157,12,4.9,22744,13001,477624,57315,420309,273021,147288,0.35
ORD-1468,2025-05-27,Dhaka,Mobile,Electronics,Tania,CUST-656,Retail,Email,Supplier D,27,0.1,242,6,4.1,58129,33095,1569483,156948,1412535,893565,518970,0.367
ORD-1383,2025-05-27,Dhaka,Laptop,Electronics,Karim,CUST-551,Retail,Email,Supplier B,21,0.14,40,11,3.3,132399,103966,2780379,389253,2391126,2183286,207840,0.087
ORD-1297,2025-05-29,Khulna,Desk,Furniture,Karim,CUST-815,Retail,Direct Sales,Supplier B,21,0.01,154,12,4.6,26013,19159,546273,5463,540810,402339,138471,0.256
ORD-1160,2025-05-29,Rajshahi,Printer,Office Equipment,Sadia,CUST-904,Retail,Online,Supplier A,5,0.07,160,12,3.8,43133,27250,215665,15097,200568,136250,64318,0.321
ORD-1033,2025-05-29,Sylhet,Office Chair,Furniture,Karim,CUST-337,Retail,Direct Sales,Supplier A,26,0.19,124,5,3.8,8500,4983,221000,41990,179010,129558,49452,0.276
ORD-1497,2025-05-30,Chittagong,Laptop,Electronics,Nila,CUST-765,Retail,Email,Supplier A,26,0.02,51,6,2.9,140167,105319,3644342,72887,3571455,2738294,833161,0.233
ORD-1246,2025-05-31,Sylhet,Desk,Furniture,Rahim,CUST-130,Corporate,Facebook,Supplier C,37,0.02,265,10,3.2,10941,8027,404817,8096,396721,296999,99722,0.251
ORD-1259,2025-05-31,Chittagong,Desk,Furniture,Sadia,CUST-402,Corporate,Email,Supplier D,22,0.15,226,4,4.1,8138,4532,179036,26855,152181,99704,52477,0.345
ORD-1394,2025-06-01,Chittagong,Tablet,Electronics,Nila,CUST-494,Retail,Direct Sales,Supplier A,35,0.08,130,11,2.7,49102,33009,1718570,137486,1581084,1155315,425769,0.269
ORD-1390,2025-06-01,Khulna,Laptop,Electronics,Rahim,CUST-885,Retail,Direct Sales,Supplier C,27,0.07,122,6,3.5,118469,80608,3198663,223906,2974757,2176416,798341,0.268
ORD-1496,2025-06-01,Dhaka,Printer,Office Equipment,Sadia,CUST-739,Retail,Facebook,Supplier B,30,0.19,179,9,4.0,42213,29991,1266390,240614,1025776,899730,126046,0.123
ORD-1225,2025-06-02,Khulna,Printer,Office Equipment,Tania,CUST-860,Wholesale,Dealer,Supplier C,25,0.1,66,6,2.5,30540,19553,763500,76350,687150,488825,198325,0.289
ORD-1061,2025-06-02,Khulna,Tablet,Electronics,Rahim,CUST-461,Corporate,Email,Supplier D,26,0.12,193,14,3.9,20608,11387,535808,64297,471511,296062,175449,0.372
ORD-1162,2025-06-03,Sylhet,Monitor,Electronics,Karim,CUST-141,Retail,Email,Supplier B,2,0.09,297,2,4.6,12717,9327,25434,2289,23145,18654,4491,0.194
ORD-1081,2025-06-03,Dhaka,Printer,Office Equipment,Sadia,CUST-202,Retail,Online,Supplier A,30,0.12,101,14,3.4,23800,14505,714000,85680,628320,435150,193170,0.307
ORD-1454,2025-06-03,Sylhet,Tablet,Electronics,Tania,CUST-706,Retail,Facebook,Supplier B,1,0.02,60,9,4.4,25057,16561,25057,501,24556,16561,7995,0.326
ORD-1122,2025-06-03,Sylhet,Mobile,Electronics,Nila,CUST-182,Corporate,Dealer,Supplier C,13,0.19,96,14,2.5,75536,56442,981968,186574,795394,733746,61648,0.078
ORD-1141,2025-06-05,Chittagong,Printer,Office Equipment,Sadia,CUST-521,Wholesale,Online,Supplier D,23,0.09,207,6,4.9,36796,22931,846308,76168,770140,527413,242727,0.315
ORD-1352,2025-06-05,Sylhet,Printer,Office Equipment,Sadia,CUST-332,Corporate,Direct Sales,Supplier C,10,0.15,115,1,3.8,28242,21360,282420,42363,240057,213600,26457,0.11
ORD-1017,2025-06-07,Sylhet,Printer,Office Equipment,Tania,CUST-257,Corporate,Online,Supplier D,38,0.16,83,11,2.7,29301,18468,1113438,178150,935288,701784,233504,0.25
ORD-1202,2025-06-07,Chittagong,Printer,Office Equipment,Tania,CUST-552,Retail,Direct Sales,Supplier A,27,0.12,52,1,4.7,41322,27436,1115694,133883,981811,740772,241039,0.246
ORD-1325,2025-06-09,Chittagong,Laptop,Electronics,Rahim,CUST-590,Retail,Dealer,Supplier C,31,0.11,286,1,5.0,117277,64878,3635587,399915,3235672,2011218,1224454,0.378
ORD-1185,2025-06-09,Dhaka,Printer,Office Equipment,Rahim,CUST-578,Retail,Online,Supplier C,3,0.14,209,11,2.9,38416,22500,115248,16135,99113,67500,31613,0.319
ORD-1172,2025-06-10,Khulna,Office Chair,Furniture,Nila,CUST-295,Wholesale,Online,Supplier C,28,0.11,177,12,3.5,14508,11207,406224,44685,361539,313796,47743,0.132
ORD-1397,2025-06-10,Sylhet,Mobile,Electronics,Rahim,CUST-782,Retail,Email,Supplier D,29,0.06,225,12,2.5,77446,57965,2245934,134756,2111178,1680985,430193,0.204
ORD-1403,2025-06-12,Sylhet,Printer,Office Equipment,Sadia,CUST-837,Retail,Direct Sales,Supplier B,2,0.07,242,6,4.5,39352,25870,78704,5509,73195,51740,21455,0.293
ORD-1232,2025-06-13,Rajshahi,Tablet,Electronics,Rahim,CUST-451,Corporate,Online,Supplier B,35,0.14,191,1,4.2,52919,39398,1852165,259303,1592862,1378930,213932,0.134
ORD-1186,2025-06-13,Chittagong,Mobile,Electronics,Rahim,CUST-803,Retail,Online,Supplier B,23,0.18,117,3,4.8,26227,18103,603221,108580,494641,416369,78272,0.158
ORD-1234,2025-06-15,Khulna,Desk,Furniture,Sadia,CUST-704,Corporate,Direct Sales,Supplier D,37,0.15,290,4,4.0,10672,6610,394864,59230,335634,244570,91064,0.271
ORD-1283,2025-06-15,Dhaka,Laptop,Electronics,Sadia,CUST-895,Corporate,Dealer,Supplier C,20,0.03,129,6,3.5,122107,71508,2442140,73264,2368876,1430160,938716,0.396
ORD-1253,2025-06-16,Dhaka,Desk,Furniture,Rahim,CUST-957,Retail,Email,Supplier C,10,0.16,272,11,3.0,20239,11715,202390,32382,170008,117150,52858,0.311
ORD-1424,2025-06-16,Dhaka,Monitor,Electronics,Tania,CUST-785,Corporate,Online,Supplier A,28,0.12,283,1,4.6,38789,23231,1086092,130331,955761,650468,305293,0.319
ORD-1396,2025-06-18,Dhaka,Printer,Office Equipment,Nila,CUST-648,Retail,Facebook,Supplier B,24,0.18,220,10,4.3,32786,22692,786864,141636,645228,544608,100620,0.156
ORD-1338,2025-06-18,Sylhet,Mobile,Electronics,Tania,CUST-966,Retail,Facebook,Supplier D,20,0.19,115,1,3.0,70769,55703,1415380,268922,1146458,1114060,32398,0.028
ORD-1482,2025-06-19,Rajshahi,Mobile,Electronics,Rahim,CUST-595,Corporate,Direct Sales,Supplier D,18,0.08,81,6,3.4,28339,16448,510102,40808,469294,296064,173230,0.369
ORD-1357,2025-06-19,Chittagong,Monitor,Electronics,Rahim,CUST-526,Retail,Direct Sales,Supplier C,8,0.09,160,4,2.6,14031,11072,112248,10102,102146,88576,13570,0.133
ORD-1194,2025-06-19,Khulna,Tablet,Electronics,Karim,CUST-958,Retail,Email,Supplier C,27,0.09,238,2,3.8,50607,38506,1366389,122975,1243414,1039662,203752,0.164
ORD-1365,2025-06-20,Sylhet,Desk,Furniture,Rahim,CUST-432,Retail,Email,Supplier C,4,0.19,250,7,3.2,20268,14716,81072,15404,65668,58864,6804,0.104
ORD-1412,2025-06-23,Dhaka,Monitor,Electronics,Nila,CUST-270,Retail,Email,Supplier B,23,0.06,85,3,3.8,35535,24541,817305,49038,768267,564443,203824,0.265
ORD-1251,2025-06-23,Khulna,Office Chair,Furniture,Tania,CUST-446,Corporate,Facebook,Supplier B,12,0.19,24,9,2.9,14028,11127,168336,31984,136352,133524,2828,0.021
ORD-1466,2025-06-24,Chittagong,Laptop,Electronics,Karim,CUST-156,Retail,Online,Supplier A,15,0.07,155,14,3.4,93456,66129,1401840,98129,1303711,991935,311776,0.239
ORD-1090,2025-06-24,Sylhet,Mobile,Electronics,Tania,CUST-871,Retail,Email,Supplier D,32,0.03,29,10,3.2,55176,32304,1765632,52969,1712663,1033728,678935,0.396
ORD-1178,2025-06-24,Khulna,Office Chair,Furniture,Rahim,CUST-273,Corporate,Facebook,Supplier A,16,0.01,140,10,4.3,13656,9228,218496,2185,216311,147648,68663,0.317
ORD-1001,2025-06-25,Dhaka,Printer,Office Equipment,Nila,CUST-548,Corporate,Facebook,Supplier C,12,0.11,106,6,4.8,30577,17092,366924,40362,326562,205104,121458,0.372
ORD-1155,2025-06-25,Sylhet,Desk,Furniture,Tania,CUST-750,Corporate,Dealer,Supplier D,17,0.04,182,14,3.9,23115,17508,392955,15718,377237,297636,79601,0.211
ORD-1428,2025-06-25,Dhaka,Printer,Office Equipment,Nila,CUST-775,Wholesale,Facebook,Supplier B,18,0.1,103,13,2.9,15211,8632,273798,27380,246418,155376,91042,0.369
ORD-1286,2025-06-26,Chittagong,Mobile,Electronics,Nila,CUST-698,Wholesale,Direct Sales,Supplier A,7,0.09,145,7,2.8,77453,51024,542171,48795,493376,357168,136208,0.276
ORD-1263,2025-06-28,Rajshahi,Mobile,Electronics,Tania,CUST-743,Retail,Facebook,Supplier C,26,0.07,89,13,2.8,79832,46345,2075632,145294,1930338,1204970,725368,0.376
ORD-1019,2025-06-29,Chittagong,Laptop,Electronics,Karim,CUST-853,Retail,Online,Supplier B,19,0.06,184,6,3.4,139483,83034,2650177,159011,2491166,1577646,913520,0.367
ORD-1136,2025-06-29,Dhaka,Desk,Furniture,Sadia,CUST-400,Corporate,Online,Supplier D,35,0.05,91,9,3.9,11083,7810,387905,19395,368510,273350,95160,0.258
ORD-1066,2025-06-29,Khulna,Monitor,Electronics,Tania,CUST-304,Retail,Facebook,Supplier D,30,0.12,263,1,4.4,34098,19041,1022940,122753,900187,571230,328957,0.365
ORD-1050,2025-06-29,Khulna,Tablet,Electronics,Nila,CUST-438,Corporate,Dealer,Supplier B,14,0.17,298,3,3.5,58795,36679,823130,139932,683198,513506,169692,0.248
ORD-1418,2025-06-30,Dhaka,Mobile,Electronics,Tania,CUST-293,Corporate,Online,Supplier D,13,0.05,61,3,3.6,36029,28492,468377,23419,444958,370396,74562,0.168
ORD-1047,2025-06-30,Chittagong,Printer,Office Equipment,Sadia,CUST-897,Wholesale,Direct Sales,Supplier C,32,0.18,265,7,4.5,34806,25330,1113792,200483,913309,810560,102749,0.113
ORD-1111,2025-06-30,Rajshahi,Monitor,Electronics,Nila,CUST-288,Wholesale,Facebook,Supplier D,25,0.04,248,3,3.2,22957,15097,573925,22957,550968,377425,173543,0.315
ORD-1210,2025-07-01,Khulna,Mobile,Electronics,Nila,CUST-655,Wholesale,Online,Supplier A,6,0.13,126,10,2.7,54495,34642,326970,42506,284464,207852,76612,0.269
ORD-1157,2025-07-01,Chittagong,Office Chair,Furniture,Sadia,CUST-252,Retail,Email,Supplier D,10,0.09,92,3,4.2,5085,3740,50850,4576,46274,37400,8874,0.192
ORD-1183,2025-07-03,Rajshahi,Laptop,Electronics,Rahim,CUST-544,Retail,Dealer,Supplier B,24,0.18,226,4,2.8,124667,92373,2992008,538561,2453447,2216952,236495,0.096
ORD-1399,2025-07-03,Dhaka,Laptop,Electronics,Rahim,CUST-837,Retail,Direct Sales,Supplier B,16,0.06,122,4,3.4,89394,55136,1430304,85818,1344486,882176,462310,0.344
ORD-1490,2025-07-05,Rajshahi,Office Chair,Furniture,Karim,CUST-700,Retail,Facebook,Supplier D,7,0.09,281,14,3.7,16399,10750,114793,10331,104462,75250,29212,0.28
ORD-1393,2025-07-05,Chittagong,Tablet,Electronics,Sadia,CUST-325,Wholesale,Dealer,Supplier D,23,0.13,151,11,4.6,48115,33311,1106645,143864,962781,766153,196628,0.204
ORD-1164,2025-07-07,Sylhet,Monitor,Electronics,Karim,CUST-373,Corporate,Direct Sales,Supplier B,2,0.06,231,7,4.3,41342,31566,82684,4961,77723,63132,14591,0.188
ORD-1144,2025-07-10,Rajshahi,Laptop,Electronics,Karim,CUST-533,Retail,Online,Supplier A,30,0.08,41,5,4.3,110265,87899,3307950,264636,3043314,2636970,406344,0.134
ORD-1369,2025-07-11,Khulna,Desk,Furniture,Rahim,CUST-501,Corporate,Email,Supplier B,38,0.07,144,7,3.4,27663,16198,1051194,73584,977610,615524,362086,0.37
ORD-1216,2025-07-11,Rajshahi,Desk,Furniture,Nila,CUST-613,Retail,Email,Supplier C,14,0.02,20,9,4.3,23769,13766,332766,6655,326111,192724,133387,0.409
ORD-1091,2025-07-11,Sylhet,Office Chair,Furniture,Karim,CUST-218,Corporate,Dealer,Supplier A,32,0.18,199,1,3.2,16201,10097,518432,93318,425114,323104,102010,0.24
ORD-1392,2025-07-11,Chittagong,Printer,Office Equipment,Rahim,CUST-698,Wholesale,Online,Supplier B,27,0.06,28,6,4.4,30732,17124,829764,49786,779978,462348,317630,0.407
ORD-1013,2025-07-11,Chittagong,Printer,Office Equipment,Nila,CUST-546,Wholesale,Online,Supplier A,34,0.14,82,14,4.8,36551,28431,1242734,173983,1068751,966654,102097,0.096
ORD-1159,2025-07-12,Chittagong,Office Chair,Furniture,Sadia,CUST-615,Corporate,Online,Supplier B,4,0.06,271,1,2.8,10983,8619,43932,2636,41296,34476,6820,0.165
ORD-1486,2025-07-15,Chittagong,Mobile,Electronics,Nila,CUST-789,Corporate,Facebook,Supplier A,9,0.16,68,12,3.9,22736,14309,204624,32740,171884,128781,43103,0.251
ORD-1376,2025-07-15,Sylhet,Desk,Furniture,Nila,CUST-478,Corporate,Online,Supplier A,30,0.18,41,2,2.7,12817,9110,384510,69212,315298,273300,41998,0.133
ORD-1270,2025-07-17,Chittagong,Laptop,Electronics,Sadia,CUST-881,Corporate,Online,Supplier A,22,0.12,228,13,4.3,71904,48043,1581888,189827,1392061,1056946,335115,0.241
ORD-1374,2025-07-17,Sylhet,Mobile,Electronics,Karim,CUST-476,Corporate,Email,Supplier A,33,0.05,146,14,4.5,47311,28626,1561263,78063,1483200,944658,538542,0.363
ORD-1014,2025-07-17,Rajshahi,Mobile,Electronics,Sadia,CUST-834,Corporate,Direct Sales,Supplier D,3,0.04,103,7,4.6,41944,29287,125832,5033,120799,87861,32938,0.273
ORD-1203,2025-07-18,Khulna,Laptop,Electronics,Nila,CUST-148,Corporate,Email,Supplier A,33,0.07,116,10,3.7,112106,80511,3699498,258965,3440533,2656863,783670,0.228
ORD-1054,2025-07-19,Chittagong,Monitor,Electronics,Tania,CUST-336,Retail,Direct Sales,Supplier D,23,0.01,57,6,3.9,12876,10186,296148,2961,293187,234278,58909,0.201
ORD-1204,2025-07-19,Rajshahi,Mobile,Electronics,Nila,CUST-712,Retail,Dealer,Supplier B,6,0.13,164,14,2.8,45845,29529,275070,35759,239311,177174,62137,0.26
ORD-1347,2025-07-19,Chittagong,Laptop,Electronics,Rahim,CUST-262,Corporate,Facebook,Supplier C,22,0.15,189,10,4.5,147205,93923,3238510,485776,2752734,2066306,686428,0.249
ORD-1287,2025-07-19,Chittagong,Monitor,Electronics,Rahim,CUST-244,Retail,Email,Supplier B,28,0.07,51,11,4.1,20525,14934,574700,40229,534471,418152,116319,0.218
ORD-1116,2025-07-21,Dhaka,Printer,Office Equipment,Karim,CUST-269,Retail,Email,Supplier D,2,0.16,133,14,3.5,15924,10369,31848,5096,26752,20738,6014,0.225
ORD-1067,2025-07-21,Dhaka,Monitor,Electronics,Karim,CUST-695,Retail,Facebook,Supplier B,13,0.17,118,12,3.5,41301,28073,536913,91275,445638,364949,80689,0.181
ORD-1018,2025-07-21,Dhaka,Mobile,Electronics,Tania,CUST-345,Retail,Online,Supplier C,15,0.18,158,6,4.5,69846,46472,1047690,188584,859106,697080,162026,0.189
ORD-1258,2025-07-22,Dhaka,Tablet,Electronics,Karim,CUST-230,Corporate,Direct Sales,Supplier C,1,0.06,92,4,4.4,39564,22415,39564,2374,37190,22415,14775,0.397
ORD-1003,2025-07-24,Khulna,Printer,Office Equipment,Karim,CUST-872,Retail,Email,Supplier A,5,0.07,149,14,2.9,36683,22469,183415,12839,170576,112345,58231,0.341
ORD-1191,2025-07-25,Rajshahi,Office Chair,Furniture,Sadia,CUST-765,Retail,Online,Supplier A,37,0.11,190,12,4.8,14053,9571,519961,57196,462765,354127,108638,0.235
ORD-1462,2025-07-25,Chittagong,Laptop,Electronics,Karim,CUST-589,Retail,Online,Supplier C,9,0.0,180,2,2.8,104288,64138,938592,0,938592,577242,361350,0.385
ORD-1053,2025-07-25,Sylhet,Laptop,Electronics,Karim,CUST-995,Wholesale,Direct Sales,Supplier B,17,0.12,205,12,4.0,75965,45412,1291405,154969,1136436,772004,364432,0.321
ORD-1131,2025-07-27,Dhaka,Tablet,Electronics,Nila,CUST-892,Wholesale,Online,Supplier C,8,0.01,223,3,4.6,32537,20533,260296,2603,257693,164264,93429,0.363
ORD-1059,2025-07-27,Dhaka,Tablet,Electronics,Nila,CUST-337,Retail,Dealer,Supplier D,24,0.18,214,2,3.9,57967,37184,1391208,250417,1140791,892416,248375,0.218
ORD-1040,2025-07-27,Khulna,Monitor,Electronics,Karim,CUST-853,Retail,Dealer,Supplier C,4,0.02,146,6,3.2,40003,29466,160012,3200,156812,117864,38948,0.248
ORD-1044,2025-07-28,Rajshahi,Printer,Office Equipment,Rahim,CUST-277,Corporate,Direct Sales,Supplier A,3,0.16,275,7,3.0,31833,22942,95499,15280,80219,68826,11393,0.142
ORD-1175,2025-07-28,Chittagong,Mobile,Electronics,Sadia,CUST-467,Retail,Facebook,Supplier B,21,0.0,234,6,3.4,52468,30736,1101828,0,1101828,645456,456372,0.414
ORD-1391,2025-07-31,Dhaka,Office Chair,Furniture,Nila,CUST-766,Retail,Direct Sales,Supplier C,10,0.19,197,7,4.5,14296,8126,142960,27162,115798,81260,34538,0.298
ORD-1310,2025-07-31,Rajshahi,Monitor,Electronics,Sadia,CUST-986,Retail,Direct Sales,Supplier A,29,0.13,80,8,3.6,18248,14078,529192,68795,460397,408262,52135,0.113
ORD-1147,2025-08-01,Khulna,Mobile,Electronics,Sadia,CUST-431,Corporate,Email,Supplier A,37,0.17,281,10,3.7,36970,26851,1367890,232541,1135349,993487,141862,0.125
ORD-1499,2025-08-01,Rajshahi,Monitor,Electronics,Rahim,CUST-779,Retail,Facebook,Supplier A,7,0.13,193,5,4.7,17164,13111,120148,15619,104529,91777,12752,0.122
ORD-1215,2025-08-02,Chittagong,Printer,Office Equipment,Tania,CUST-247,Retail,Online,Supplier C,39,0.13,141,4,2.5,31005,23842,1209195,157195,1052000,929838,122162,0.116
ORD-1119,2025-08-02,Sylhet,Printer,Office Equipment,Nila,CUST-864,Retail,Dealer,Supplier C,2,0.1,179,6,4.8,45949,30634,91898,9190,82708,61268,21440,0.259
ORD-1120,2025-08-02,Chittagong,Printer,Office Equipment,Tania,CUST-698,Retail,Facebook,Supplier B,1,0.06,125,10,4.9,21010,15179,21010,1261,19749,15179,4570,0.231
ORD-1156,2025-08-03,Chittagong,Printer,Office Equipment,Karim,CUST-113,Retail,Email,Supplier D,36,0.15,96,1,4.6,49678,32011,1788408,268261,1520147,1152396,367751,0.242
ORD-1130,2025-08-03,Dhaka,Printer,Office Equipment,Tania,CUST-169,Corporate,Online,Supplier D,20,0.08,43,9,4.6,18015,11982,360300,28824,331476,239640,91836,0.277
ORD-1491,2025-08-03,Rajshahi,Monitor,Electronics,Nila,CUST-974,Corporate,Direct Sales,Supplier A,2,0.02,257,6,4.0,36514,26216,73028,1461,71567,52432,19135,0.267
ORD-1388,2025-08-03,Dhaka,Tablet,Electronics,Nila,CUST-319,Retail,Dealer,Supplier D,38,0.05,261,2,3.9,41352,32305,1571376,78569,1492807,1227590,265217,0.178
ORD-1319,2025-08-04,Dhaka,Printer,Office Equipment,Nila,CUST-590,Retail,Email,Supplier A,37,0.12,160,4,3.4,21242,16432,785954,94314,691640,607984,83656,0.121
ORD-1206,2025-08-06,Khulna,Mobile,Electronics,Sadia,CUST-281,Corporate,Facebook,Supplier C,19,0.07,280,4,3.6,62431,39691,1186189,83033,1103156,754129,349027,0.316
ORD-1433,2025-08-06,Sylhet,Office Chair,Furniture,Tania,CUST-894,Wholesale,Facebook,Supplier C,4,0.16,66,1,3.3,16527,12738,66108,10577,55531,50952,4579,0.082
ORD-1407,2025-08-06,Rajshahi,Office Chair,Furniture,Karim,CUST-233,Retail,Direct Sales,Supplier D,3,0.12,96,4,4.6,5837,3884,17511,2101,15410,11652,3758,0.244
ORD-1015,2025-08-07,Rajshahi,Laptop,Electronics,Karim,CUST-429,Retail,Direct Sales,Supplier B,25,0.0,101,10,4.9,102029,68888,2550725,0,2550725,1722200,828525,0.325
ORD-1476,2025-08-08,Dhaka,Laptop,Electronics,Nila,CUST-324,Corporate,Email,Supplier A,21,0.03,166,5,3.7,103053,63329,2164113,64923,2099190,1329909,769281,0.366
ORD-1485,2025-08-08,Rajshahi,Laptop,Electronics,Rahim,CUST-479,Retail,Facebook,Supplier A,34,0.18,67,4,2.6,147306,113213,5008404,901513,4106891,3849242,257649,0.063
ORD-1477,2025-08-08,Dhaka,Office Chair,Furniture,Nila,CUST-381,Wholesale,Online,Supplier A,33,0.0,251,9,4.9,16671,12602,550143,0,550143,415866,134277,0.244
